timestamp,angry,disgust,fear,happy,sad,surprise,neutral,attention
0.6312987804412842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.696404218673706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7172439098358154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8516788722431168
0.7350261211395264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478651086036892
0.7570385932922363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8537268199763165
0.7798562049865723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84905428439271
0.8113067150115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8521978960653622
0.8465840816497803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8521674857437145
0.8827159404754639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8542784923369988
0.9034512042999268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8541493115059264
0.9363875389099121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854463940948456
0.9868121147155762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8567574889979134
1.0077362060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529635807838447
1.0312182903289795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8573300144748119
1.0658094882965088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8570414123482206
1.1059792041778564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8595479837830629
1.1551406383514404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8613891537513914
1.1900887489318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8653332005844966
1.2175688743591309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8653849935641721
1.2382848262786865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8703615401677277
1.267768144607544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8705213302426468
1.324483871459961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8728758342326344
1.353987216949463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744775270891421
1.382659673690796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8754888697787738
1.411168098449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8753104478200294
1.4358367919921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8741968391301039
1.4906163215637207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8738205813949262
1.5197367668151855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8734359939029093
1.5521795749664307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8741590503334382
1.595613718032837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746785018766057
