angry,disgust,fear,happy,sad,surprise,neutral,attention,recommended_time
0.0060025542784163,6.385696040868455e-06,0.0078735632183908,0.0085121328224776,0.0150063856960408,0.0002937420178799,0.008103448275862,0.1667799343084173,17.5
0.0115008880994671,0.0003285968028419,0.0056927175843694,0.0051953818827708,0.0081349911190053,0.0013765541740674,0.0077087033747779,0.7288304347706905,25.93
0.0428953488372093,0.0005232558139534,0.0346511627906976,0.006453488372093,0.0435813953488372,0.0101627906976744,0.0439186046511627,0.4408714251430466,21.61
0.3068525896414343,0.0399402390438247,0.0496812749003984,0.0457569721115537,0.061812749003984,0.0066334661354581,0.3783266932270916,0.5293296701173971,30.0
0.1844285714285714,2.380952380952381e-05,0.1697142857142857,0.0007142857142857,0.0835952380952381,0.0140714285714285,0.4976428571428571,0.7134032012510512,25.0
0.0194539877300613,8.588957055214725e-05,0.0277300613496932,0.0093865030674846,0.0275521472392638,0.0031901840490797,0.0995092024539877,0.4999058653662264,25.0
0.12,0.0,0.0574509803921568,0.0028431372549019,0.0660294117647058,0.0101470588235294,0.7364215686274511,0.9121977831745988,25.0
0.0595734597156398,0.0,0.0745497630331753,0.0016587677725118,0.0429383886255924,0.0554028436018957,0.760568720379147,0.9410159629194892,25.0
0.0655696202531645,0.0,0.0980168776371308,0.0043459915611814,0.0463713080168776,0.0162025316455696,0.7627004219409282,0.912810277600289,25.0
0.0619823788546255,0.0,0.0395154185022026,0.0015418502202643,0.0537885462555066,0.0062114537444933,0.7255066079295154,0.8008190830283427,25.0
0.1076785714285714,0.0,0.0775892857142857,0.0224553571428571,0.2967857142857143,0.0040178571428571,0.4860714285714285,0.7551130352189295,25.0
0.2331658291457286,0.0,0.0825628140703517,0.0003517587939698,0.1567839195979899,0.0078391959798994,0.5121105527638191,0.8069320052115005,25.0
0.1395111111111111,0.0,0.0521333333333333,0.0002666666666666,0.2127111111111111,0.0046222222222222,0.5847555555555555,0.7032877150020808,25.0
0.0020962199312714,0.0,0.0012371134020618,0.0,0.0067697594501718,0.0,0.0070790378006872,0.5014057742806025,25.0
0.1080327868852459,4.098360655737705e-05,0.0902459016393442,0.0,0.2471311475409836,0.009139344262295,0.504016393442623,0.5385099995853803,25.0
0.0292907801418439,0.0003900709219858,0.0104609929078014,0.0146808510638297,0.0273404255319148,0.0011347517730496,0.0299645390070921,0.0800720320082435,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
0.0086871023713128,0.0,0.0065934065934065,0.0278311162521688,0.0211162521688837,0.0035106998264893,0.0329091960670908,0.5758413676656764,25.0
0.0202926829268292,2.787456445993032e-05,0.0169965156794425,0.0823344947735191,0.033993031358885,0.0096655052264808,0.0081184668989547,0.6216943143806936,25.0
0.0004237288135593,0.0,0.0003389830508474,0.011864406779661,0.0009322033898305,0.0003389830508474,0.0030508474576271,0.0543349927889085,25.0
0.0066666666666666,0.0,0.0051282051282051,0.0174358974358974,0.0269230769230769,0.001025641025641,0.0194871794871794,0.6144434292392092,25.0
0.0021951219512195,0.0,0.0070731707317073,0.0121951219512195,0.0217073170731707,0.0,0.0056097560975609,0.431376309198387,25.0
0.0017543859649122,0.0001754385964912,0.0145614035087719,0.0322807017543859,0.0180701754385964,0.0008771929824561,0.0022807017543859,0.2408522311127472,25.0
0.0014705882352941,0.0,0.0058823529411764,0.0035294117647058,0.0129411764705882,0.0002941176470588,0.0055882352941176,0.3772033961787325,25.0
0.0053061224489795,0.0,0.0032653061224489,0.1145714285714285,0.0093877551020408,0.0017959183673469,0.0039183673469387,0.0948355291728141,25.0
0.0007608695652173,0.0,0.0007246376811594,0.0459057971014492,0.0010507246376811,0.0006884057971014,0.0015579710144927,0.3628047702692157,25.0
0.0059782608695652,0.0,0.0038043478260869,0.0627173913043478,0.0021739130434782,0.001195652173913,0.0001086956521739,0.3547086729060162,25.0
0.0,0.0,7.407407407407407e-05,0.0065185185185185,0.0001481481481481,7.407407407407407e-05,0.0006666666666666,0.4442225078722308,25.0
0.0035692921236291,9.970089730807577e-06,0.0009072781655034,0.0051744765702891,0.0014556331006979,0.0001694915254237,0.0006779661016949,0.1696438105381282,25.0
0.0055015197568389,0.0,0.0041033434650455,0.0859270516717325,0.0022796352583586,0.0022796352583586,0.003161094224924,0.0769960006994134,25.0
0.0095522388059701,0.0,0.0065671641791044,0.0049253731343283,0.0065671641791044,0.0004477611940298,0.0020895522388059,0.1995866975461754,25.0
0.0669230769230769,0.0,0.0127884615384615,0.4328846153846153,0.0102884615384615,0.0003846153846153,0.0047115384615384,0.0867890276303531,25.0
0.010754716981132,0.0,0.0029716981132075,0.0583962264150943,0.0052830188679245,0.0004245283018867,0.0023584905660377,0.1078370470361633,25.0
0.0263389391979301,0.0,0.0047736093143596,0.1648835705045278,0.0064618369987063,0.0015135834411384,0.0027231565329883,0.1924642228405775,25.0
0.0751798561151079,3.597122302158273e-05,0.086978417266187,0.0257194244604316,0.1379136690647482,0.0425899280575539,0.1811870503597122,0.0,25.0
0.0232972522897585,0.0009075770191507,0.0202081598667776,0.0179683597002497,0.1033222314737718,0.0035470441298917,0.0146627810158201,0.0,25.0
0.0243243243243243,0.0002702702702702,0.0191891891891891,0.0016216216216216,0.1648648648648648,0.0016216216216216,0.0037837837837837,0.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
0.003568796068796,0.0002702702702702,0.0008845208845208,0.0168181818181818,0.0085012285012285,0.0003378378378378,0.0033292383292383,0.0,25.0
0.0097708174178762,5.347593582887701e-05,0.0071122994652406,0.0003132161955691,0.008174178762414,0.0001451489686783,0.0178151260504201,0.2478179655937936,25.0
0.2626096033402922,0.0012108559498956,0.1577661795407098,0.0018789144050104,0.204446764091858,0.0051565762004175,0.3613361169102296,0.8525100897217075,25.0
0.17171875,0.0011111111111111,0.1093402777777777,0.0006076388888888,0.1524826388888888,0.0047569444444444,0.2560069444444444,0.6030018256398235,25.0
0.1694861111111111,0.0,0.1014027777777777,0.0036944444444444,0.1996944444444444,0.0010416666666666,0.1021111111111111,0.9039907607739271,25.0
0.0538029661016949,0.0,0.0336228813559322,0.0055402542372881,0.0992055084745762,0.0003283898305084,0.0484322033898305,0.9426240774991028,25.0
0.07,0.0025641025641025,0.0846153846153846,0.0017948717948717,0.0602564102564102,0.0,0.0117948717948717,0.9790075159671366,25.0
0.0209534750143595,0.0002757036186099,0.0161114302125215,0.0126191843767949,0.0170419299253302,0.0008615738081562,0.0142044801838024,0.6932349250180665,25.0
0.0466491688538932,0.0001399825021872,0.0308048993875765,0.0184776902887139,0.0242869641294838,0.0173928258967629,0.1028346456692913,0.7615728577515997,25.0
0.013327515997673,1.1634671320535197e-05,0.0108435136707388,0.0032286212914485,0.0056777196044211,0.0050552646887725,0.0380860965677719,0.2751118191160889,25.0
0.0518867924528301,0.0,0.0686792452830188,0.020754716981132,0.0328301886792452,0.0115094339622641,0.3798113207547169,0.8078570018600364,25.0
0.0930317613089509,5.774783445620789e-05,0.0379980750721848,0.0444754571703561,0.0396535129932627,0.0014821944177093,0.3108565928777671,0.6944798694991944,25.0
0.1469639065817409,2.1231422505307857e-05,0.0942250530785562,0.0199150743099787,0.0714649681528662,0.0090233545647558,0.3476433121019108,0.5877890484088255,25.0
0.0482834645669291,0.0001417322834645,0.0471968503937007,0.0118582677165354,0.032,0.0029291338582677,0.1736220472440945,0.5633781031894051,25.0
0.1372577696526508,0.006599634369287,0.1362157221206581,0.0034003656307129,0.066617915904936,0.0093235831809872,0.313510054844607,0.6685060499217419,25.0
0.0243669600541638,0.0005280974949221,0.0282870683818551,0.0014150304671631,0.0138794854434664,0.0009343263371699,0.071618144888287,0.7196678519541851,25.0
0.006013986013986,9.535918626827718e-05,0.0098347107438016,0.0005085823267641,0.0051684678957406,0.0013668150031786,0.038595041322314,0.7171281539777978,25.0
0.0293473684210526,0.0009052631578947,0.0176421052631578,0.0004421052631578,0.0088842105263157,0.0042175438596491,0.038778947368421,0.7820056285991912,25.0
0.0277586206896551,0.0,0.0489655172413793,0.0032758620689655,0.063103448275862,0.0005172413793103,0.0627586206896551,0.8601453580375327,25.0
0.03202991452991454,5.6980056980056985e-05,0.049166666666666664,0.001160968660968661,0.02816951566951567,0.005512820512820513,0.09882478632478632,0.7923565499055919,25.0
